ProjectSize,StartDate,EndDate,NumWorkers,HourlyRate,OvertimeRate,ProductivityRate,MarketWageRate,InflationRate,MinWage,FringeBenefits,IndirectCosts,EquipmentCost,MaterialCost,ContingencyCost,WorkingHoursPerDay,WorkingDaysPerWeek,Holidays,LaborCost,ProjectType_Industrial,ProjectType_Residential,ProjectComplexity_Moderate,ProjectComplexity_Simple,LaborDemand_Low,ProjectDuration
1.0905945408091338,2007-01-04,2007-10-02,-2.1635001829176677,-1.4347776505452805,1.6550692453215299,0.8387260448860764,0.31965030750555246,-0.8328195480815578,-0.10142902927304914,-1.2174469748794488,-1.4860744912340036,1.2951705138906409,0.33215055101432,0.7168171153830105,-0.4487497404226433,-1.0687479694587594,-1.6603020293044346,1555000,True,False,False,True,False,-1.6904264898049992
0.9649674112114791,2007-01-06,2009-07-07,1.0127714068294178,1.2175305014943958,-1.0439869959486436,-1.1220774503325908,-0.711164288600339,0.012273130182254434,-0.10142902927304914,-0.23882931086151857,-0.6970010675968258,0.4093073360466213,-1.3025038665310602,-0.7782512778490221,1.3612701330812402,-1.0687479694587594,1.7944368216811732,4765000,True,False,False,False,False,1.802327723203502
-0.6846224680848295,2007-01-06,2008-12-11,0.559018322579834,0.663492798623885,-0.9803562353968407,1.1056162900831434e-17,0.29810486852750634,-1.6779122263453703,-0.10142902927304914,3.3513322950815385e-16,-1.1055197418271974,-1.4953199761518163,1.563646250393336,1.6426270590891665,-0.4487497404226433,0.935674292327708,0.5606015177577418,3725000,False,True,False,False,False,0.6707188816057321
1.185695451999882,2007-03-14,2009-08-06,1.0127714068294178,1.6006416790112372,-0.8716279455219149,-0.9119913615591627,0.6159000934536857,0.012273130182254434,-0.10142902927304914,1.1841847802949885,-1.095907935896919,-0.3597589552723176,-1.1511485990291224,0.8868029526165254,-0.4487497404226433,0.935674292327708,1.547669760896487,4580000,False,True,False,False,False,1.6010319196500524
-0.25060226022252674,2007-03-19,2008-06-13,-0.7197403693962653,-0.7333894947836775,-1.5721840859660385,1.1888695261751243,-0.20147999777593686,0.012273130182254434,-0.10142902927304914,1.515118289866269,0.7787580476684638,-0.5844960703666049,0.2235409806348493,0.04378427125084166,-0.4487497404226433,0.935674292327708,-0.6732337861656895,2460000,False,True,True,False,False,-0.7057091805300167
0.9313102986089922,2007-03-31,2009-02-23,0.6415188833524856,0.6045526174674489,0.2125660813558957,0.2784964748235996,1.6029505166354208,0.012273130182254434,-0.10142902927304914,-0.7919610340020877,-0.6799350354125198,-1.1462482944787582,-1.7410967624549862,-0.30644083101717384,-1.3537596771745852,0.935674292327708,0.5606015177577418,3675000,False,True,False,False,False,0.6163146103750701
0.303174650620718,2007-04-01,2008-05-28,-0.5959895282372879,-0.8925279839060578,0.8148960962880126,1.048812133659505,0.34523551629198185,1.7024584867098795,-0.10142902927304914,0.5388644366309909,1.4139748876470302,1.2389606915309357,-0.2049101589209504,-1.326739548099772e-16,0.45626019632929843,-1.0687479694587594,-0.9200008469503759,2315000,False,True,True,False,False,-0.8634815670989366
1.7660849635055582,2007-04-10,2009-03-04,0.10526523833025045,0.5986585993518043,0.5560486334607744,1.328926918690742,-0.12270448651245583,-1.6779122263453703,-0.10142902927304914,0.7586988394176273,0.8921790498651028,0.2331425110580084,0.9336170796728739,-0.05341211358303991,-1.3537596771745852,-1.0687479694587594,0.5606015177577418,3670000,True,False,False,False,False,0.6108741832520039
0.584563766448487,2007-05-13,2009-04-19,0.43526748142085675,0.6693868167395296,1.0727020696509632e-16,-1.0520487540747812,1.3598910331643386,0.012273130182254434,-0.10142902927304914,0.2268414133209262,0.6712767354040916,-1.236586670057525,0.3438450867705131,0.11209852028072012,-1.3537596771745852,0.935674292327708,0.5606015177577418,3735000,False,True,False,False,False,0.6815997358518645
-0.5190764374935274,2007-05-16,2009-09-07,1.0127714068294178,1.258788628303902,1.5809363204068076,1.048812133659505,0.44151669672512517,0.8573658084460669,-0.10142902927304914,1.0801771058583,-1.0512164227598322,1.3870670482235752,0.11340607451670123,1.0739976542136578,1.3612701330812402,-1.0687479694587594,1.3009027001118008,4270000,True,False,False,False,False,1.4323786788350004
1.1383406772917315,2007-06-05,2009-07-11,0.022764677557598888,1.0053458493312222,-0.8815123355105445,-0.28173309523887635,1.0878798660665072,0.8573658084460669,-0.10142902927304914,-1.746940590193498,0.04594245645243106,-0.26797388386069526,-1.0099581051496376,-1.3975187770790913,1.3612701330812402,0.935674292327708,1.0541356393271144,4035000,False,True,False,False,False,1.0080253632358365
1.3739404655091403,2007-06-12,2008-03-30,-1.709747098668084,-1.6115981940145927,0.13905093081546266,0.6986686523704572,-0.5031161434685818,1.7024584867098795,-0.10142902927304914,1.6427640721294778,-0.830508713524522,0.010116816234690993,-0.731022623307633,-0.8045093988257788,-1.3537596771745852,-1.0687479694587594,-1.6603020293044346,1660000,False,False,False,True,False,-1.576177520220609
0.09927516613355865,2007-06-21,2009-05-03,0.7652697245114629,0.5338244000797236,-1.5660063422231452,-0.5618478802701148,0.44488317156544516,0.8573658084460669,-0.10142902927304914,0.1110146849709783,-0.1671587267869982,0.2039392256743985,0.3023405508236849,-1.5377508023502375,1.3612701330812402,-1.0687479694587594,0.5606015177577418,3610000,False,True,False,False,False,0.5455890577752095
1.7512132160765523,2007-06-21,2009-03-14,0.35276692064820514,0.2568055486444682,-0.39038170795051075,0.4885825635970284,0.44151669672512517,0.012273130182254434,-0.10142902927304914,-1.4514642423619972,1.1443789612769062,-0.6045617183468667,-1.135983769543612,-1.6818110136364757,1.3612701330812402,0.935674292327708,0.31383445697305556,3360000,False,False,False,False,False,0.2735677016218994
